SKU,Location,Quantity,Location_Detail,Warehouse,Status
03-3729GY,Row 32,27,T,LUDLOW,Active
03-3732BL,Row 32,60,T,LUDLOW,Active
03-4039BR,Row 32,35,T,LUDLOW,Active
03-3799PD,Row 32,0,ø,LUDLOW,Active
03-4374GN,Row 32,18,T,LUDLOW,Active
03-3733GY,Row 33,83,T,LUDLOW,Active
03-3957GN,Row 33,9,,LUDLOW,Active
03-3801PD,Row 33,1,,LUDLOW,Active
03-3790RD,Row 33,3,,LUDLOW,Active
03-3858BL,Row 33,14,,LUDLOW,Active
03-3795PD,Row 33,26,T ø,LUDLOW,Active
03-4247GY,Row 33,9,,LUDLOW,Active
03-3735GY,Row 33,40,T,LUDLOW,Active
03-3734BL,Row 33,76,T,LUDLOW,Active
03-3747BL,Row 33,1,,LUDLOW,Active
03-3824GY,Row 33,1,,LUDLOW,Active
03-3737GN,Row 33,1,,LUDLOW,Active
03-3681GY,Row 34,11,P,LUDLOW,Active
03-3676BL,Row 34,11,P,LUDLOW,Active
03-3674BL,Row 34,1,P,LUDLOW,Active
03-3697BL,Row 34,1,P,LUDLOW,Active
03-3648OR,Row 34,1,P,LUDLOW,Active
03-3652GN,Row 34,1,P,LUDLOW,Active
03-3682GY,Row 34,6,P,LUDLOW,Active
03-4239GY,Row 34,8,P,LUDLOW,Active
03-3646OR,Row 34,2,P,LUDLOW,Active
03-3700BK,Row 34,13,P,LUDLOW,Active
03-3653GY,Row 34,1,P,LUDLOW,Active
03-3702BK,Row 34,10,P ø,LUDLOW,Active
03-3696BK,Row 34,3,P ø,LUDLOW,Active
03-3661BK,Row 34,3,P,LUDLOW,Active
03-3660BK,Row 34,13,P,LUDLOW,Active
03-3647OR,Row 34,3,P,LUDLOW,Active
03-3659BK,Row 34,7,P,LUDLOW,Active
03-3656GY,Row 34,5,P,LUDLOW,Active
03-3680GY,Row 34,3,P,LUDLOW,Active
03-3677BL,Row 34,12,P,LUDLOW,Active
03-3701GY,Row 34,5,P *,LUDLOW,Active
03-3701BL,Row 34,2,P *,LUDLOW,Active
03-3651GN,Row 34,2,P,LUDLOW,Active
03-3673RD,Row 34,1,P,LUDLOW,Active
03-3699GY,Row 34,10,P *,LUDLOW,Active
03-3679GY,Row 34,1,P,LUDLOW,Active
03-3699BL,Row 34,4,P *,LUDLOW,Active
03-3684BR,Row 34,15,P,LUDLOW,Active
03-3655GY,Row 34,11,P ø,LUDLOW,Active
03-3768BL,Row 34,18,2P,LUDLOW,Active
03-4513GY,Row 34,18,2P,LUDLOW,Active
06-4588BL,Row 34,18,2P,LUDLOW,Active
03-4068BK,Row 34,18,2P,LUDLOW,Active
03-3743GN,Row 34,18,2P,LUDLOW,Active
03-3738BK,Row 34,18,2P,LUDLOW,Active
03-4040BK,Row 34,17,2P,LUDLOW,Active
03-3927BK,Row 34,17,2P,LUDLOW,Active
03-3769BL,Row 34,18,2P,LUDLOW,Active
03-4890BL,Row 41,96,,LUDLOW,Active
06-4584BL,Row 41,193,,LUDLOW,Active
03-3984BL,Row 41,90,,LUDLOW,Active
03-3769BL,Row 41,89,,LUDLOW,Active
03-4894BL,Row 41,70,,LUDLOW,Active
03-4084SL,Row 41,75,,LUDLOW,Active
03-4066BK,Row 41,78,,LUDLOW,Active
03-3768BL,Row 41,112,,LUDLOW,Active
03-4072BK,Row 44,25,T,LUDLOW,Active
03-4035BL,Row 44,27,T,LUDLOW,Active
06-4652BK,Row 45,29,T,LUDLOW,Active
03-3794RD,Row 45,17,,LUDLOW,Active
03-3685BR,Row 45,9,T,LUDLOW,Active
03-3689BL,Row 45,28,T,LUDLOW,Active
03-3688BL,Row 45,23,T,LUDLOW,Active
03-3690BL,Row 45,11,,LUDLOW,Active
06-4654PU,Row 46,30,T,LUDLOW,Active
06-4655YL,Row 46,16,T,LUDLOW,Active
03-3161GY,Row 46,1,(F),LUDLOW,Active
03-3654GY,Row 47,17,,LUDLOW,Active
03-3698BK,Row 47,14,,LUDLOW,Active
03-3929BK,Row 47,22,T,LUDLOW,Active
03-3928BL,Row 47,12,T,LUDLOW,Active
03-3922BL,Row 47,19,T,LUDLOW,Active
03-3926BL,Row 51,45,T,LUDLOW,Active
03-4069BL,Row 51,60,,LUDLOW,Active
03-4071BL,Row 51,62,T,LUDLOW,Active
03-4082SL,Row 51,53,T,LUDLOW,Active
03-4065BL,Row 51,64,T,LUDLOW,Active
03-4158GN,Row 51,36,,LUDLOW,Active
03-4252BK,Row 51,14,,LUDLOW,Active
03-4160GN,Row 51,45,,LUDLOW,Active
